2019-07-28 05:00:16,b'A terrible #WWE #SmackVille event ... a bad #UFC pay-per-view .....\n\nBut going into both shows ... it was to be exp\xe2\x80\xa6 https://t.co/SF7dkLRQp0'
2019-07-28 05:00:12,b'RT @RonKillings: Layin Low in #NashDown #WWE #raw #smackdown #thatzendurance #dancebreak #rtruth #ronkillings #24/7title #48/7champ https:/\xe2\x80\xa6'
2019-07-28 05:00:10,b'#WWE - is it true or something of acting: https://t.co/SydWr2tHaE'
2019-07-28 05:00:05,"b""Don't miss your chance to win a VIP trip for two to #SummerSlam and see your favorite #WWE Superstars like\xe2\x80\xa6 https://t.co/RAn0bHI2KE"""
2019-07-28 04:59:47,b'RT @WWE_NEWS_NBC: Who is YOUR TAG TEAM partner BASED ON YOUR BIRTH MONTH?\n\n#WWE https://t.co/oXtozufgmI'
2019-07-28 04:59:13,b'RT @RonKillings: Layin Low in #NashDown #WWE #raw #smackdown #thatzendurance #dancebreak #rtruth #ronkillings #24/7title #48/7champ https:/\xe2\x80\xa6'
2019-07-28 04:58:10,b'RT @N_edv: Mandy Rose\n\n@WWE_MandyRose \n\n#WWE #MandyRose #SDLIVE #GodsGreatestCreation #wweargentina #FitWithMandyApp #fanart #jojo_anime @w\xe2\x80\xa6'
2019-07-28 04:57:50,b'RT @RonKillings: Layin Low in #NashDown #WWE #raw #smackdown #thatzendurance #dancebreak #rtruth #ronkillings #24/7title #48/7champ https:/\xe2\x80\xa6'
2019-07-28 04:57:19,b'RT @TheBradShepard: I don\xe2\x80\x99t buy into Kevin Owens at all.  Really never have. #WWE #SMACKVILLE'
2019-07-28 04:57:12,b'RT @RealMikeBennett: Daddy-Daughter Day #dadlife #themoon #wwe @wwe https://t.co/OhWy2BLdRt'
2019-07-28 04:57:09,"b""RT @SlicedWrestling: Update\n\nI'm Being Told By My High Level Source In #WWE That The Segments Were Taped For #RAW &amp; #SDLive This Week. I'm\xe2\x80\xa6"""
2019-07-28 04:56:44,"b'... wait , I literally Jan, close my eyes for two seconds and the show was over . \xf0\x9f\xa4\xa3 thank #kevinowens ... but Mrs\xe2\x80\xa6 https://t.co/FreDmJh6ie'"
2019-07-28 04:55:54,b'#CodyRhodes says he wouldn\xe2\x80\x99t be surprised if #CMPunk returned to #WWE.\n\nThink he\xe2\x80\x99s telling the truth?'
2019-07-28 04:55:39,b'Top 5 BEST things #WWE could do with @WWEBrayWyatt and the #FireflyFunhouse | NOW LIVE on #SledgehammerTV | A\xe2\x80\xa6 https://t.co/g9JhDfIFQJ'
2019-07-28 04:54:43,b'RT @RonKillings: Layin Low in #NashDown #WWE #raw #smackdown #thatzendurance #dancebreak #rtruth #ronkillings #24/7title #48/7champ https:/\xe2\x80\xa6'
2019-07-28 04:54:07,b'@WrestlingGifFri I walk with Elias #wwe #wweelias'
2019-07-28 04:54:00,b'RT @WWEMaverick: On the hunt for @RonKillings in Nashville TN\n\n#WWE @WWE #SMACKVILLE #Nashville #Maverick247 https://t.co/4fGDnCqg3L'
2019-07-28 04:53:45,b'RT @RealMikeBennett: Daddy-Daughter Day #dadlife #themoon #wwe @wwe https://t.co/OhWy2BLdRt'
